symbol,date,Gross Profit Growth,EBIT Growth,Operating Income Growth,Net Income Growth,EPS Growth,EPS Diluted Growth,Weighted Average Shares Growth,Weighted Average Shares Diluted Growth,Dividends per Share Growth,Operating Cash Flow growth,Free Cash Flow growth,10Y Revenue Growth (per Share),5Y Revenue Growth (per Share),3Y Revenue Growth (per Share),10Y Operating CF Growth (per Share),5Y Operating CF Growth (per Share),3Y Operating CF Growth (per Share),10Y Net Income Growth (per Share),5Y Net Income Growth (per Share),3Y Net Income Growth (per Share),10Y Shareholders Equity Growth (per Share),5Y Shareholders Equity Growth (per Share),3Y Shareholders Equity Growth (per Share),10Y Dividend per Share Growth (per Share),5Y Dividend per Share Growth (per Share),3Y Dividend per Share Growth (per Share),Receivables growth,Inventory Growth,Asset Growth,Book Value per Share Growth,Debt Growth,R&D Expense Growth,SG&A Expenses Growth
PG,2019-06-30,0.0108094828645,-0.599810371235,-0.599810371235,-0.600307692308,-0.613333333333,-0.610354223433,-0.0101609140869,-0.0441148793616,0.0362474152132,0.025223649694,0.0668161434978,-0.00653461002525,-0.114770946158,0.117381140074,0.0988157540946,0.186289782547,0.0645282079843,-0.645472278713,-0.636388563108,-0.600209755812,-0.102728206736,-0.261350814996,-0.115421297944,0.591712946183,0.178627499307,0.0869958985795,0.0565514297909,0.0588856057408,-0.0271743724115,0,-0.0381640350316,0.0,0.0122526918793
PG,2018-06-30,0.00126064631184,-0.017484772483,-0.017484772483,-0.363826177737,-0.353448275862,-0.343470483005,-0.0264808898811,-0.0305429864253,0.037706023492,0.165764918058,0.19009499413,-0.029007709094,-0.138902673848,-0.0606644387794,0.0608912328004,0.0840127590207,0.0911234217772,-0.122011135025,-0.065294389081,0.485662228562,-0.0128358191838,-0.165335222336,-0.10076688773,0.536035625098,0.216034863849,0.0754987365288,0.0200261210274,0.0246539792388,-0.0174077703769,0,-0.0096859964548,0.0,0.0153489875054
PG,2017-06-30,0.00410620561902,0.0382412022915,0.0382412022915,0.458507803578,0.526315789474,0.514905149051,-0.037348549409,-0.036563071298,0.010857895306,-0.173760932945,-0.22704397327,-0.0798121105557,-0.176694300542,-0.180064989732,-0.114059899307,0.0166362191508,-0.0435323797606,0.343561945829,0.508898799218,0.377986713994,0.0136329588396,-0.0775823394159,-0.165560352436,0.480222327253,0.248196642554,0.0960712131993,0.0505373885205,-0.019508057676,-0.0529354392147,0,0.0324857833845,0.0,-0.0201066019315
PG,2016-06-30,-0.134026682352,0.140033927057,0.140033927057,0.493462194429,0.52,0.512295081967,-0.00472028616735,-0.013594118463,0.0252870201713,0.0566128148959,0.114882266372,-0.110898372681,-0.178262091146,-0.211525115975,0.0322091475389,0.212007145766,0.0547055638838,-0.113215676366,-0.0745782537188,-0.0559307571637,0.0143493068269,-0.114116529561,-0.142349717393,0.464322862913,0.339616986062,0.159261949487,-0.100390866077,-0.135313531353,-0.0182169195722,0,0.00817133443163,-0.05,-0.196565613738
PG,2015-06-30,-0.0787892222058,-0.228806907378,-0.228806907378,-0.395688396461,-0.403341288783,-0.391521197007,-0.00297816015884,-0.00726408923469,0.0575555893112,0.0465682762573,0.0753709198813,0.0337011936866,0.0337011936866,-0.0751322702007,-0.0277073962243,-0.0277073962243,0.115727661315,-0.409025249417,-0.409025249417,-0.336300723393,0.0977845092073,0.0977845092073,-0.00100345990363,0.42820774486,0.42820774486,0.204335375289,-0.238803632947,-0.193075898802,-0.102387256873,0,-0.143066888782,0.0,-0.0683021253062
PG,2014-06-30,-0.0272407101272,0.0557281955666,0.0557281955666,0.0292609618105,0.0371287128713,0.0388601036269,-0.00842174341026,-0.00883778065925,0.0691359103819,-0.0615208767565,-0.0694891854579,0.122269299299,0.122269299299,0.0372393873103,-0.0737374878712,-0.0737374878712,0.0876059238885,-0.0249819303888,-0.0249819303888,0.0174998594224,0.214746880495,0.214746880495,0.0609009884025,0.350480068655,0.350480068655,0.235469366168,-0.0187461585741,-0.0217108119844,0.0359248328702,0,0.122816472751,0.0,-0.0607050092764
GIS,2019-05-26,0.0606725011515,0.00263021559798,0.00263021559798,-0.177522290005,-0.208672086721,-0.203296703297,0.0409153952843,0.0336349667065,-0.003903864038,-0.0119676170363,0.0230356579363,0,-0.0140853894488,0.0156954368409,0,0.156568715439,0.064714873837,0,0.0058221983415,0.0299995105576,0,0.130232081512,0.427300210877,0,0.258215090072,0.0998858992142,-0.00239402078711,-0.05048106199,-0.0167450365726,0,-0.0874285153622,0.0127795527157,0.0665552568481
GIS,2018-05-27,-0.0244976454941,-0.0222490648379,-0.0222490648379,0.285671191554,0.308510638298,0.314079422383,-0.0175438596491,-0.0205685618729,0.0219820154297,0.2281156789,0.36183927804,0,-0.00418230765595,-0.0661779257959,0,0.0918138635582,0.168603289765,0,0.291648686692,0.825026463355,0,0.0349724898237,0.285496704524,0,0.477143533359,0.171328869441,0.177530253025,0.106902129954,0.403959179557,0,0.730054803822,0.00412465627864,-0.0173847856352
GIS,2017-05-28,-0.0455785230294,-0.0520794858536,-0.0520794858536,-0.0235065394132,-0.00353356890459,0.0,-0.0197027884455,-0.0227161300866,0.0804461484417,-0.120351357518,-0.142909760589,0,0.0351067942269,-0.0662042804926,0,0.0631361746322,-0.025258202877,0,0.167431331074,-0.0272622510931,0,-0.256027049658,-0.290900444101,0,0.566101099056,0.235976976294,0.0460299194476,0.0494447195303,0.00461950138861,0,0.010599061401,-0.0175596578118,-0.10183077367
GIS,2016-05-29,-0.0201203523163,0.303326433351,0.303326433351,0.389830508475,0.40099009901,0.406091370558,-0.00729322061992,-0.0111506140918,0.0607974532852,0.0342142520057,0.0382976398601,0,0.19450189287,0.00919859199278,0,0.848394027597,-0.0266455236286,0,0.0129220852699,-0.00913133759456,0,-0.168837383238,-0.199763948803,0,0.576744985769,0.33775418604,-0.0152974504249,-0.0825491595821,-0.0114821644016,0,-0.0519278354108,-0.0318221447254,-0.0628305288462
GIS,2015-05-31,-0.0660303306226,-0.297592479881,-0.297592479881,-0.330574435431,-0.303448275862,-0.303886925795,-0.0402481705377,-0.0416602137215,0.0783873549203,0.000708382526564,-0.025086551265,0,0,0.136967754636,0,0,0.1372289212,0,0,-0.162896958961,0,0,-0.16412380221,0,0,0.366419969093,-0.0615445965705,-0.0118635372579,-0.0510332372752,0,0.121708083033,-0.0582922824302,-0.0421092018536
GIS,2014-05-25,-0.00842167530628,0.0370292446876,0.0370292446876,-0.0166019836136,0.013986013986,0.0143369175627,-0.0308356460068,-0.0298978365385,0.16941608589,-0.131578947368,-0.187967648458,0,0,0.230583367872,0,0,0.701595925624,0,0,0.0372700600378,0,0,0.0496238760022,0,0,0.37833315638,0.0261201664052,0.00899385312197,0.0215244063907,0,0.0413466496594,0.0239596469105,-0.021957604932
KO,2019-12-31,0.127501742507,0.159310344828,0.159310344828,0.386384830588,0.384105960265,0.38,0.00399154731158,0.00348918353105,0.0261569058841,0.430464480874,0.409174619119,-0.42724518809,-0.168803379868,-0.101275079943,-0.407071625605,0.0120409810675,0.201841762201,-0.592291430622,0.2893142932,0.379734722129,-0.669544125411,-0.357726756506,-0.169066107558,-0.0917809309098,0.312652011225,0.143576468734,0.169316843345,0.22161966739,0.0380335512401,0,0.0463752840816,0,0.174250509363
KO,2018-12-31,-0.0933465739821,0.159845353953,0.159845353953,4.15544871795,4.20689655172,4.1724137931,-0.00304307116105,-0.00578168362627,0.0544746642256,0.0464617583989,0.122744360902,-0.508439173178,-0.292164046572,-0.26510111581,-0.58384490911,-0.277103506946,-0.289528843265,-0.704745790352,-0.219668037008,-0.10563276519,-0.70318372798,-0.467074425592,-0.320975228385,-0.114931582215,0.392030258889,0.182560377383,-0.0739023725116,0.0418079096045,-0.0532447437881,0,-0.119460556845,0,-0.175176056338
KO,2017-12-31,-0.127726592645,-0.130419661489,-0.130419661489,-0.808794239314,-0.807947019868,-0.805369127517,-0.0104239054899,-0.00984657659721,0.0568547135045,-0.204752160073,-0.185797367616,-0.455261154344,-0.222504217646,-0.209460875843,-0.603531903574,-0.307197907266,-0.323287637098,-0.942903955372,-0.854110735015,-0.819442729555,-0.702501183587,-0.451078649401,-0.421782015554,-0.160654638928,0.450102497015,0.213108614232,-0.0490145228216,-0.00747663551402,0.00717314082732,0,0.0382102315498,0,-0.181234438475
KO,2016-12-31,-0.052737580188,-0.0116865261228,-0.0116865261228,-0.112093592708,-0.10650887574,-0.107784431138,-0.00804227941176,-0.00862656072645,0.061138044594,-0.164513677812,-0.180689655172,-0.362702870336,-0.524117913847,-0.0823072206351,-0.506650215492,-0.508791479787,-0.143009813224,-0.704502204055,-0.597148021187,-0.219024258977,-0.602307863965,-0.614305736189,-0.285954544905,-0.205808186928,-0.256470524858,0.249100084177,-0.0215681299163,-0.0782219159201,-0.0313342879025,0,0.0684274868099,0,-0.0709198271139
KO,2015-12-31,-0.0461418051158,-0.100947672023,-0.100947672023,0.0356438433362,0.0432098765432,0.04375,-0.00797811716435,-0.0101123595506,0.0817141544118,-0.00819594912859,-0.028505299062,-0.331117739601,-0.331117739601,-0.0453165943679,-0.414254770309,-0.414254770309,0.0235515154864,-0.669873628912,-0.669873628912,-0.156475830436,-0.562878580536,-0.562878580536,-0.19345803509,-0.251565979452,-0.251565979452,0.293038708955,-0.117554858934,-0.0638709677419,-0.0209730176152,0,0.374485960646,0,-0.0459402950401
KO,2014-12-31,-0.0113952097914,-0.0508408290966,-0.0508408290966,-0.17311276794,-0.164948453608,-0.157894736842,-0.010599909788,-0.0130849412287,0.0882103186095,0.00692468222349,0.0271521521522,-0.310927405095,-0.310927405095,-0.485456173093,-0.414126121879,-0.414126121879,-0.416668964414,-0.683778756251,-0.683778756251,-0.568895756467,-0.485490205397,-0.485490205397,-0.501012319651,-0.308103700506,-0.308103700506,-0.352240499149,-0.0835214446953,-0.0540128166005,0.021853311865,0,0.120775101596,0,-0.0053148469093
MDLZ,2019-12-31,-0.00144899536321,0.160326086957,0.160326086957,0.14463176575,0.165217391304,0.162280701754,-0.0183423913043,-0.0188425302826,0.155859055738,0.00430597771023,0.0655450403084,-0.376075210274,-0.115996215234,0.0745319616373,0.255566982898,0.302641881141,0.504431943154,0.116459452322,1.07364348454,1.51192301194,-0.096629826924,0.150211041491,0.167289575549,-0.158563417253,0.87190196557,0.517779900432,-0.0221043324492,-0.0177469135802,0.0290136938258,0,0.0400527009223,-0.0303867403315,-0.0523552123552
MDLZ,2018-12-31,0.0285146547442,-0.0553337136338,-0.0553337136338,0.157084188912,0.19170984456,0.193717277487,-0.0270984798414,-0.0293925538863,0.165987129818,0.522560740455,0.806839772008,-0.38586208241,-0.114436130719,-0.0379722333883,0.227252360679,-0.257724852472,0.164050837376,-0.0425034941663,0.040780651341,-0.48860000688,-0.16645657831,-0.0456008109952,0.00599029957658,-0.272024925037,0.736815032966,0.481936626553,-0.159420289855,0.013687915526,-0.00602132817823,0,0.0739299610895,-0.0109289617486,0.0954153273558
MDLZ,2017-12-31,-0.00622037914692,0.364733359284,0.364733359284,0.76130198915,0.803738317757,0.819047619048,-0.0276349614396,-0.0267005721551,0.126186094675,-0.0863284002819,-0.0216852540273,-0.40347177887,-0.131385538763,-0.154812865457,-0.215797665342,-0.223694418953,-0.186395613832,-0.194916139206,0.13337294308,0.495313510019,-0.174050657543,-0.048050590367,0.051635400106,-0.37565770981,-0.316308867046,0.388943129119,0.0306396016852,0.0356419603078,0.0255289414671,0,-0.0363376056722,-0.0265957446809,-0.0961773700306
MDLZ,2016-12-31,-0.12022237665,-0.711250983478,-0.711250983478,-0.771707719829,-0.761692650334,-0.763513513514,-0.0383189122373,-0.0390959071472,0.128562757579,-0.238733905579,-0.271002710027,-0.419352041632,-0.459119923246,-0.16272739726,-0.165421215222,-0.287788349978,-0.495224364244,-0.555535959099,-0.466448870739,-0.516875966473,-0.226095913132,-0.189579053497,-0.113887274909,-0.445613568537,-0.392587014157,0.32266436222,-0.00873196659074,-0.0536604062859,-0.0207660359945,0,-0.0325814536341,-0.080684596577,-0.136861554705
MDLZ,2015-12-31,-0.0861316186394,1.7442936459,1.7442936459,2.32738095238,2.48062015504,2.46875,-0.043169722058,-0.0421299005266,0.0928198841867,0.0466030320045,0.153125,-0.361621422058,-0.361621422058,-0.0704465523958,0.0542944700297,0.0542944700297,0.0436779450655,0.872304494947,0.872304494947,1.63577418344,-0.17142002061,-0.17142002061,-0.0450186450085,-0.50876774221,-0.50876774221,-0.462072097071,-0.307206733298,-0.250287356322,-0.0594477288034,0,-0.0151347840208,-0.101098901099,-0.104055811754
